stazione_id;data;inquinante;valore
8;2021-12-13;CO_8h;
8;2021-12-13;NO2;
1;2021-12-10;NO2;
2;2021-12-10;C6H6;1.8
2;2021-12-10;NO2;57
2;2021-12-10;O3;26
2;2021-12-10;PM10;29
2;2021-12-10;PM25;21
2;2021-12-10;SO2;2.5
3;2021-12-10;CO_8h;1.2
3;2021-12-10;NO2;60
4;2021-12-10;C6H6;2
4;2021-12-10;CO_8h;1.5
4;2021-12-10;NO2;69
4;2021-12-10;PM10;30
5;2021-12-10;NO2;
5;2021-12-10;O3;
6;2021-12-10;C6H6;2.4
6;2021-12-10;CO_8h;1.4
6;2021-12-10;NO2;65
6;2021-12-10;PM10;38
6;2021-12-10;PM25;21
7;2021-12-10;NO2;
7;2021-12-10;O3;
7;2021-12-10;PM10;
8;2021-12-10;C6H6;
8;2021-12-10;CO_8h;
8;2021-12-10;NO2;
1;2021-12-09;NO2;
2;2021-12-09;C6H6;1.8
2;2021-12-09;NO2;66
2;2021-12-09;O3;16
2;2021-12-09;PM10;31
2;2021-12-09;PM25;24
2;2021-12-09;SO2;2.5
3;2021-12-09;CO_8h;1.2
3;2021-12-09;NO2;64
4;2021-12-09;C6H6;1.8
4;2021-12-09;CO_8h;1.5
4;2021-12-09;NO2;71
4;2021-12-09;PM10;37
5;2021-12-09;NO2;
5;2021-12-09;O3;
6;2021-12-09;C6H6;1.7
6;2021-12-09;CO_8h;1.2
6;2021-12-09;NO2;62
6;2021-12-09;PM10;37
6;2021-12-09;PM25;35
7;2021-12-09;NO2;61
7;2021-12-09;O3;44
7;2021-12-09;PM10;28
8;2021-12-09;C6H6;
8;2021-12-09;CO_8h;
8;2021-12-09;NO2;
1;2021-12-03;NO2;
2;2021-12-03;C6H6;1.9
2;2021-12-03;NO2;70
2;2021-12-03;O3;27
2;2021-12-03;PM10;40
2;2021-12-03;PM25;29
2;2021-12-03;SO2;2.5
3;2021-12-03;CO_8h;1
3;2021-12-03;NO2;75
4;2021-12-03;C6H6;1.8
4;2021-12-03;CO_8h;1.2
4;2021-12-03;NO2;73
4;2021-12-03;PM10;41
5;2021-12-03;NO2;
5;2021-12-03;O3;
6;2021-12-03;C6H6;2.1
6;2021-12-03;CO_8h;1.3
6;2021-12-03;NO2;69
6;2021-12-03;PM10;55
6;2021-12-03;PM25;38
7;2021-12-03;NO2;
7;2021-12-03;O3;
7;2021-12-03;PM10;
8;2021-12-03;C6H6;
8;2021-12-03;CO_8h;
8;2021-12-03;NO2;
1;2021-12-02;NO2;
2;2021-12-02;C6H6;1.8
2;2021-12-02;NO2;79
2;2021-12-02;O3;19
2;2021-12-02;PM10;29
2;2021-12-02;PM25;18
2;2021-12-02;SO2;6
3;2021-12-02;CO_8h;1.1
3;2021-12-02;NO2;89
4;2021-12-02;C6H6;2.1
4;2021-12-02;CO_8h;1.2
4;2021-12-02;NO2;88
4;2021-12-02;PM10;31
5;2021-12-02;NO2;
5;2021-12-02;O3;
6;2021-12-02;C6H6;2
6;2021-12-02;CO_8h;1.2
6;2021-12-02;NO2;84
6;2021-12-02;PM10;38
6;2021-12-02;PM25;25
7;2021-12-02;NO2;
7;2021-12-02;O3;
7;2021-12-02;PM10;
8;2021-12-02;C6H6;
8;2021-12-02;CO_8h;
8;2021-12-02;NO2;
1;2021-12-01;NO2;
2;2021-12-01;C6H6;1.1
2;2021-12-01;NO2;84
2;2021-12-01;O3;55
2;2021-12-01;PM10;16
2;2021-12-01;PM25;9
2;2021-12-01;SO2;6
3;2021-12-01;CO_8h;1
3;2021-12-01;NO2;77
4;2021-12-01;C6H6;1.2
4;2021-12-01;CO_8h;1
4;2021-12-01;NO2;76
4;2021-12-01;PM10;15
5;2021-12-01;NO2;
5;2021-12-01;O3;
6;2021-12-01;C6H6;1.5
6;2021-12-01;CO_8h;1.1
6;2021-12-01;NO2;83
6;2021-12-01;PM10;21
6;2021-12-01;PM25;11
7;2021-12-01;NO2;78
7;2021-12-01;O3;47
7;2021-12-01;PM10;17
8;2021-12-01;C6H6;
8;2021-12-01;CO_8h;
8;2021-12-01;NO2;
1;2021-11-30;NO2;
2;2021-11-30;C6H6;1.1
2;2021-11-30;NO2;63
2;2021-11-30;O3;48
2;2021-11-30;PM10;11
2;2021-11-30;PM25;7
2;2021-11-30;SO2;2.5
3;2021-11-30;CO_8h;0.9
3;2021-11-30;NO2;73
4;2021-11-30;C6H6;1.3
4;2021-11-30;CO_8h;1.1
4;2021-11-30;NO2;85
4;2021-11-30;PM10;12
5;2021-11-30;NO2;
5;2021-11-30;O3;
6;2021-11-30;C6H6;1.3
6;2021-11-30;CO_8h;1
6;2021-11-30;NO2;67
6;2021-11-30;PM10;17
6;2021-11-30;PM25;8
7;2021-11-30;NO2;70
7;2021-11-30;O3;39
7;2021-11-30;PM10;17
8;2021-11-30;C6H6;
8;2021-11-30;CO_8h;
8;2021-11-30;NO2;
1;2021-11-29;NO2;
2;2021-11-29;C6H6;0.5
2;2021-11-29;NO2;70
2;2021-11-29;O3;64
2;2021-11-29;PM10;11
2;2021-11-29;PM25;8
2;2021-11-29;SO2;2.5
3;2021-11-29;CO_8h;0.8
3;2021-11-29;NO2;72
4;2021-11-29;C6H6;1
4;2021-11-29;CO_8h;1
4;2021-11-29;NO2;
4;2021-11-29;PM10;12
5;2021-11-29;NO2;
5;2021-11-29;O3;
6;2021-11-29;C6H6;0.5
6;2021-11-29;CO_8h;0.9
6;2021-11-29;NO2;75
6;2021-11-29;PM10;12
6;2021-11-29;PM25;8
7;2021-11-29;NO2;73
7;2021-11-29;O3;54
7;2021-11-29;PM10;11
8;2021-11-29;C6H6;
8;2021-11-29;CO_8h;
8;2021-11-29;NO2;
1;2021-11-26;NO2;
2;2021-11-26;C6H6;
2;2021-11-26;NO2;56
2;2021-11-26;O3;7
2;2021-11-26;PM10;31
2;2021-11-26;PM25;24
2;2021-11-26;SO2;2.5
3;2021-11-26;CO_8h;1
3;2021-11-26;NO2;55
4;2021-11-26;C6H6;1.7
4;2021-11-26;CO_8h;1.2
4;2021-11-26;NO2;71
4;2021-11-26;PM10;35
5;2021-11-26;NO2;
5;2021-11-26;O3;
6;2021-11-26;C6H6;
6;2021-11-26;CO_8h;1.1
6;2021-11-26;NO2;56
6;2021-11-26;PM10;33
6;2021-11-26;PM25;27
7;2021-11-26;NO2;56
7;2021-11-26;O3;10
7;2021-11-26;PM10;27
8;2021-11-26;C6H6;
8;2021-11-26;CO_8h;
8;2021-11-26;NO2;
1;2021-11-25;NO2;
2;2021-11-25;C6H6;
2;2021-11-25;NO2;64
2;2021-11-25;O3;32
2;2021-11-25;PM10;33
2;2021-11-25;PM25;21
2;2021-11-25;SO2;2.5
3;2021-11-25;CO_8h;1.5
3;2021-11-25;NO2;72
4;2021-11-25;C6H6;2.6
4;2021-11-25;CO_8h;1.6
4;2021-11-25;NO2;78
4;2021-11-25;PM10;38
5;2021-11-25;NO2;
5;2021-11-25;O3;
6;2021-11-25;C6H6;
6;2021-11-25;CO_8h;1.3
6;2021-11-25;NO2;65
6;2021-11-25;PM10;32
6;2021-11-25;PM25;21
7;2021-11-25;NO2;65
7;2021-11-25;O3;31
7;2021-11-25;PM10;28
8;2021-11-25;C6H6;
8;2021-11-25;CO_8h;
8;2021-11-25;NO2;
1;2021-11-24;NO2;
2;2021-11-24;C6H6;
2;2021-11-24;NO2;
2;2021-11-24;O3;33
2;2021-11-24;PM10;19
2;2021-11-24;PM25;12
2;2021-11-24;SO2;2.5
3;2021-11-24;CO_8h;1.3
3;2021-11-24;NO2;74
4;2021-11-24;C6H6;2.1
4;2021-11-24;CO_8h;1.3
4;2021-11-24;NO2;82
4;2021-11-24;PM10;21
5;2021-11-24;NO2;
5;2021-11-24;O3;
6;2021-11-24;C6H6;
6;2021-11-24;CO_8h;1.2
6;2021-11-24;NO2;66
6;2021-11-24;PM10;25
6;2021-11-24;PM25;18
7;2021-11-24;NO2;64
7;2021-11-24;O3;30
7;2021-11-24;PM10;19
8;2021-11-24;C6H6;
8;2021-11-24;CO_8h;
8;2021-11-24;NO2;
1;2021-11-23;NO2;
2;2021-11-23;C6H6;
2;2021-11-23;NO2;
2;2021-11-23;O3;10
2;2021-11-23;PM10;18
2;2021-11-23;PM25;13
2;2021-11-23;SO2;2.5
3;2021-11-23;CO_8h;0.9
3;2021-11-23;NO2;57
4;2021-11-23;C6H6;1.9
4;2021-11-23;CO_8h;1
4;2021-11-23;NO2;
4;2021-11-23;PM10;20
5;2021-11-23;NO2;
5;2021-11-23;O3;
6;2021-11-23;C6H6;
6;2021-11-23;CO_8h;1.2
6;2021-11-23;NO2;53
6;2021-11-23;PM10;25
6;2021-11-23;PM25;16
7;2021-11-23;NO2;55
7;2021-11-23;O3;15
7;2021-11-23;PM10;17
8;2021-11-23;C6H6;
8;2021-11-23;CO_8h;
8;2021-11-23;NO2;
1;2021-11-22;NO2;
2;2021-11-22;C6H6;1.6
2;2021-11-22;NO2;45
2;2021-11-22;O3;5
2;2021-11-22;PM10;25
2;2021-11-22;PM25;18
2;2021-11-22;SO2;2.5
3;2021-11-22;CO_8h;0.7
3;2021-11-22;NO2;39
4;2021-11-22;C6H6;1.7
4;2021-11-22;CO_8h;0.9
4;2021-11-22;NO2;
4;2021-11-22;PM10;27
5;2021-11-22;NO2;
5;2021-11-22;O3;
6;2021-11-22;C6H6;
6;2021-11-22;CO_8h;1.1
6;2021-11-22;NO2;52
6;2021-11-22;PM10;27
6;2021-11-22;PM25;22
7;2021-11-22;NO2;48
7;2021-11-22;O3;7
7;2021-11-22;PM10;23
8;2021-11-22;C6H6;
8;2021-11-22;CO_8h;
8;2021-11-22;NO2;
1;2021-11-19;NO2;
2;2021-11-19;C6H6;1.7
2;2021-11-19;NO2;44
2;2021-11-19;O3;13
2;2021-11-19;PM10;34
2;2021-11-19;PM25;23
2;2021-11-19;SO2;2.5
3;2021-11-19;CO_8h;0.6
3;2021-11-19;NO2;45
4;2021-11-19;C6H6;1.6
4;2021-11-19;CO_8h;0.8
4;2021-11-19;NO2;45
4;2021-11-19;PM10;35
5;2021-11-19;NO2;
5;2021-11-19;O3;
6;2021-11-19;C6H6;
6;2021-11-19;CO_8h;1.2
6;2021-11-19;NO2;69
6;2021-11-19;PM10;46
6;2021-11-19;PM25;31
7;2021-11-19;NO2;48
7;2021-11-19;O3;16
7;2021-11-19;PM10;33
8;2021-11-19;C6H6;
8;2021-11-19;CO_8h;
8;2021-11-19;NO2;
1;2021-11-18;NO2;
2;2021-11-18;C6H6;1.5
2;2021-11-18;NO2;49
2;2021-11-18;O3;19
2;2021-11-18;PM10;35
2;2021-11-18;PM25;26
2;2021-11-18;SO2;2.5
3;2021-11-18;CO_8h;0.8
3;2021-11-18;NO2;70
4;2021-11-18;C6H6;1.6
4;2021-11-18;CO_8h;0.7
4;2021-11-18;NO2;56
4;2021-11-18;PM10;39
5;2021-11-18;NO2;
5;2021-11-18;O3;
6;2021-11-18;C6H6;1
6;2021-11-18;CO_8h;1.1
6;2021-11-18;NO2;54
6;2021-11-18;PM10;43
6;2021-11-18;PM25;31
7;2021-11-18;NO2;56
7;2021-11-18;O3;28
7;2021-11-18;PM10;33
8;2021-11-18;C6H6;
8;2021-11-18;CO_8h;
8;2021-11-18;NO2;
1;2021-11-17;NO2;
2;2021-11-17;C6H6;1.6
2;2021-11-17;NO2;54
2;2021-11-17;O3;39
2;2021-11-17;PM10;33
2;2021-11-17;PM25;23
2;2021-11-17;SO2;2.5
3;2021-11-17;CO_8h;1.3
3;2021-11-17;NO2;86
4;2021-11-17;C6H6;2.1
4;2021-11-17;CO_8h;1
4;2021-11-17;NO2;73
4;2021-11-17;PM10;34
5;2021-11-17;NO2;
5;2021-11-17;O3;
6;2021-11-17;C6H6;1
6;2021-11-17;CO_8h;1.1
6;2021-11-17;NO2;83
6;2021-11-17;PM10;35
6;2021-11-17;PM25;26
7;2021-11-17;NO2;73
7;2021-11-17;O3;34
7;2021-11-17;PM10;28
8;2021-11-17;C6H6;
8;2021-11-17;CO_8h;
8;2021-11-17;NO2;
1;2021-11-16;NO2;
2;2021-11-16;C6H6;1.8
2;2021-11-16;NO2;62
2;2021-11-16;O3;26
2;2021-11-16;PM10;17
2;2021-11-16;PM25;11
2;2021-11-16;SO2;2.5
3;2021-11-16;CO_8h;1.3
3;2021-11-16;NO2;84
4;2021-11-16;C6H6;1.8
4;2021-11-16;CO_8h;1.2
4;2021-11-16;NO2;59
4;2021-11-16;PM10;17
5;2021-11-16;NO2;
5;2021-11-16;O3;
6;2021-11-16;C6H6;0.5
6;2021-11-16;CO_8h;1.1
6;2021-11-16;NO2;65
6;2021-11-16;PM10;20
6;2021-11-16;PM25;13
7;2021-11-16;NO2;69
7;2021-11-16;O3;31
7;2021-11-16;PM10;17
8;2021-11-16;C6H6;
8;2021-11-16;CO_8h;
8;2021-11-16;NO2;
1;2021-11-15;NO2;
2;2021-11-15;C6H6;0.5
2;2021-11-15;NO2;58
2;2021-11-15;O3;42
2;2021-11-15;PM10;11
2;2021-11-15;PM25;8
2;2021-11-15;SO2;2.5
3;2021-11-15;CO_8h;0.7
3;2021-11-15;NO2;68
4;2021-11-15;C6H6;1.1
4;2021-11-15;CO_8h;1.3
4;2021-11-15;NO2;72
4;2021-11-15;PM10;14
5;2021-11-15;NO2;
5;2021-11-15;O3;
6;2021-11-15;C6H6;0.5
6;2021-11-15;CO_8h;0.9
6;2021-11-15;NO2;51
6;2021-11-15;PM10;12
6;2021-11-15;PM25;10
7;2021-11-15;NO2;57
7;2021-11-15;O3;42
7;2021-11-15;PM10;9
8;2021-11-15;C6H6;
8;2021-11-15;CO_8h;
8;2021-11-15;NO2;
1;2021-11-12;NO2;
2;2021-11-12;C6H6;2.5
2;2021-11-12;NO2;66
2;2021-11-12;O3;5
2;2021-11-12;PM10;41
2;2021-11-12;PM25;27
2;2021-11-12;SO2;2.5
3;2021-11-12;CO_8h;0.8
3;2021-11-12;NO2;74
4;2021-11-12;C6H6;2.2
4;2021-11-12;CO_8h;1.6
4;2021-11-12;NO2;56
4;2021-11-12;PM10;41
5;2021-11-12;NO2;
5;2021-11-12;O3;
6;2021-11-12;C6H6;3.4
6;2021-11-12;CO_8h;1.7
6;2021-11-12;NO2;74
6;2021-11-12;PM10;77
6;2021-11-12;PM25;43
7;2021-11-12;NO2;62
7;2021-11-12;O3;7
7;2021-11-12;PM10;39
8;2021-11-12;C6H6;
8;2021-11-12;CO_8h;
8;2021-11-12;NO2;
1;2021-11-11;NO2;
2;2021-11-11;C6H6;1.8
2;2021-11-11;NO2;62
2;2021-11-11;O3;18
2;2021-11-11;PM10;29
2;2021-11-11;PM25;19
2;2021-11-11;SO2;2.5
3;2021-11-11;CO_8h;1.2
3;2021-11-11;NO2;66
4;2021-11-11;C6H6;1.7
4;2021-11-11;CO_8h;1.6
4;2021-11-11;NO2;57
4;2021-11-11;PM10;30
5;2021-11-11;NO2;
5;2021-11-11;O3;
6;2021-11-11;C6H6;2
6;2021-11-11;CO_8h;1.2
6;2021-11-11;NO2;66
6;2021-11-11;PM10;45
6;2021-11-11;PM25;27
7;2021-11-11;NO2;63
7;2021-11-11;O3;24
7;2021-11-11;PM10;27
8;2021-11-11;C6H6;
8;2021-11-11;CO_8h;
8;2021-11-11;NO2;
1;2021-11-10;NO2;
2;2021-11-10;C6H6;1.6
2;2021-11-10;NO2;64
2;2021-11-10;O3;25
2;2021-11-10;PM10;26
2;2021-11-10;PM25;18
2;2021-11-10;SO2;2.5
3;2021-11-10;CO_8h;1.1
3;2021-11-10;NO2;86
4;2021-11-10;C6H6;2
4;2021-11-10;CO_8h;1.5
4;2021-11-10;NO2;65
4;2021-11-10;PM10;29
5;2021-11-10;NO2;
5;2021-11-10;O3;
6;2021-11-10;C6H6;1.6
6;2021-11-10;CO_8h;1.1
6;2021-11-10;NO2;67
6;2021-11-10;PM10;36
6;2021-11-10;PM25;24
7;2021-11-10;NO2;67
7;2021-11-10;O3;28
7;2021-11-10;PM10;28
8;2021-11-10;C6H6;
8;2021-11-10;CO_8h;
8;2021-11-10;NO2;
1;2021-11-09;NO2;
2;2021-11-09;C6H6;2.1
2;2021-11-09;NO2;63
2;2021-11-09;O3;19
2;2021-11-09;PM10;31
2;2021-11-09;PM25;22
2;2021-11-09;SO2;2.5
3;2021-11-09;CO_8h;1
3;2021-11-09;NO2;79
4;2021-11-09;C6H6;2.4
4;2021-11-09;CO_8h;1.6
4;2021-11-09;NO2;108
4;2021-11-09;PM10;36
5;2021-11-09;NO2;
5;2021-11-09;O3;
6;2021-11-09;C6H6;1.6
6;2021-11-09;CO_8h;1.1
